ros_time_s,Lecturas_ValidasRojo
1762169088.9019,0.0000
1762169089.0603,0.0000
1762169089.2387,0.0000
1762169089.3956,0.0000
1762169089.5595,0.0000
1762169089.7267,0.0000
1762169089.9064,0.0000
1762169090.0724,0.0000
1762169090.2255,0.0000
1762169090.4049,0.0000
1762169090.5604,0.0000
1762169090.7250,0.0000
1762169090.8957,0.0000
1762169091.0674,0.0000
1762169091.2211,0.0000
1762169091.3980,0.0000
1762169091.5582,0.0000
1762169091.7369,0.0000
1762169091.8914,0.0000
1762169092.0574,0.0000
1762169092.2367,0.0000
1762169092.3914,0.0000
1762169092.5472,0.0000
1762169092.7220,0.0000
1762169092.8772,0.0000
1762169093.0566,0.0000
1762169093.2107,0.0000
1762169093.3881,0.0000
1762169093.5438,0.0000
1762169093.7219,0.0000
1762169093.8767,0.0000
1762169094.0539,0.0000
1762169094.2114,0.0000
1762169094.3740,0.0000
1762169094.5435,0.0000
1762169094.7058,0.0000
1762169094.8827,0.0000
1762169095.0378,0.0000
1762169095.1922,0.0000
1762169095.3717,0.0000
1762169095.5317,0.0000
1762169095.7104,0.0000
1762169095.8656,0.0000
1762169096.0414,0.0000
1762169096.1989,0.0000
1762169096.3531,0.0000
1762169096.5188,0.0000
1762169096.6888,0.0000
1762169096.8682,0.0000
1762169097.0218,0.0000
1762169097.1942,0.0000
1762169097.3529,0.0000
1762169097.5224,0.0000
1762169097.6862,0.0000
1762169097.8564,0.0000
1762169098.0144,0.0000
1762169098.1894,0.0000
1762169098.3447,0.0000
1762169098.5045,0.0000
1762169098.6782,0.0000
1762169098.8445,0.0000
1762169098.9998,0.0000
1762169099.1769,0.0000
1762169099.3296,0.0000
1762169099.4970,0.0000
1762169099.6733,0.0000
1762169099.8286,0.0000
1762169100.0077,0.0000
1762169100.1613,0.0000
1762169100.3376,0.0000
1762169100.4972,0.0000
1762169100.6747,0.0000
1762169100.8383,0.0000
1762169100.9912,0.0000
1762169101.1694,1.0000
1762169101.3342,1.0000
1762169101.5137,1.0000
1762169101.6667,1.0000
1762169101.8426,1.0000
1762169101.9973,1.0000
1762169102.1753,1.0000
1762169102.3301,1.0000
1762169102.5091,1.0000
1762169102.6641,1.0000
1762169102.8420,1.0000
1762169103.0126,1.0000
1762169103.1668,2.0000
1762169103.3432,1.0000
1762169103.4957,3.0000
1762169103.6740,2.0000
1762169103.8269,2.0000
1762169104.0112,3.0000
1762169104.1724,0.0000
1762169104.3359,0.0000
1762169104.5075,0.0000
1762169104.6805,0.0000
1762169104.8334,0.0000
1762169105.0024,0.0000
1762169105.1800,0.0000
1762169105.3278,0.0000
1762169105.5006,0.0000
1762169105.6652,0.0000
1762169105.8447,0.0000
1762169106.0003,0.0000
1762169106.1733,0.0000
1762169106.3279,0.0000
1762169106.5062,0.0000
1762169106.6779,0.0000
1762169106.8391,0.0000
1762169106.9962,0.0000
1762169107.1746,1.0000
1762169107.3293,1.0000
1762169107.5084,1.0000
1762169107.6660,0.0000
1762169107.8428,1.0000
1762169107.9969,1.0000
1762169108.1765,2.0000
1762169108.3398,1.0000
1762169108.4995,3.0000
1762169108.6644,2.0000
1762169108.8466,2.0000
1762169109.0028,3.0000
1762169109.1798,3.0000
1762169109.3328,4.0000
1762169109.5006,4.0000
1762169109.6689,4.0000
1762169109.8384,4.0000
1762169110.0187,4.0000
1762169110.1721,2.0000
1762169110.3516,2.0000
1762169110.5296,2.0000
1762169110.6850,2.0000
1762169110.8625,1.0000
1762169111.0159,1.0000
1762169111.1882,1.0000
1762169111.3467,0.0000
1762169111.5151,1.0000
1762169111.6944,0.0000
1762169111.8718,0.0000
1762169112.0251,0.0000
1762169112.2051,0.0000
1762169112.3601,0.0000
1762169112.5377,0.0000
1762169112.6955,0.0000
1762169112.8701,0.0000
1762169113.0264,0.0000
1762169113.2041,0.0000
1762169113.3582,0.0000
1762169113.5387,0.0000
1762169113.7076,0.0000
1762169113.8558,0.0000
1762169114.0340,0.0000
1762169114.1899,0.0000
1762169114.3705,0.0000
1762169114.5439,0.0000
1762169114.7065,0.0000
1762169114.8613,0.0000
1762169115.0466,0.0000
1762169115.1976,0.0000
1762169115.3761,0.0000
1762169115.5334,0.0000
1762169115.7111,0.0000
1762169115.8644,0.0000
1762169116.0434,0.0000
1762169116.1941,0.0000
1762169116.3715,0.0000
1762169116.5511,0.0000
1762169116.7062,0.0000
1762169116.8836,0.0000
1762169117.0380,0.0000
1762169117.2180,0.0000
1762169117.3707,0.0000
1762169117.5500,0.0000
1762169117.7042,0.0000
1762169117.8826,0.0000
1762169118.0622,0.0000
1762169118.2152,0.0000
1762169118.3960,0.0000
1762169118.5502,0.0000
1762169118.7284,0.0000
1762169118.8837,0.0000
1762169119.0652,0.0000
1762169119.2188,0.0000
1762169119.4020,0.0000
1762169119.5568,0.0000
1762169119.7355,0.0000
1762169119.8901,0.0000
1762169120.0677,0.0000
1762169120.2232,0.0000
1762169120.4010,0.0000
1762169120.5570,0.0000
1762169120.7356,0.0000
1762169120.8878,0.0000
1762169121.0764,0.0000
1762169121.2268,0.0000
1762169121.4079,0.0000
1762169121.5602,0.0000
1762169121.7403,0.0000
1762169121.8939,0.0000
1762169122.0703,0.0000
1762169122.2521,0.0000
1762169122.4101,0.0000
1762169122.5895,0.0000
1762169122.7437,0.0000
1762169122.9129,0.0000
1762169123.0702,0.0000
1762169123.2399,0.0000
1762169123.4195,0.0000
1762169123.5928,0.0000
1762169123.7507,0.0000
