ros_time_s,imu_heading
1762172681.7632,356.8120
1762172681.9742,357.0620
1762172682.1853,357.4370
1762172682.3978,357.7500
1762172682.6098,358.0000
1762172682.8488,358.1870
1762172683.0495,358.3120
1762172683.2794,358.5620
1762172683.4898,358.6250
1762172683.7021,358.6250
1762172683.9126,358.6250
1762172684.1261,358.7500
1762172684.3390,359.0620
1762172684.5519,359.4370
1762172684.7615,359.8120
1762172684.9946,0.1250
1762172685.2081,0.2500
1762172685.4173,0.2500
1762172685.6286,0.1250
1762172685.8425,0.1250
1762172686.0530,0.1250
1762172686.2661,0.0000
1762172686.4781,359.9370
1762172686.6891,359.9370
1762172686.9001,359.6250
1762172687.1134,359.4370
1762172687.3509,359.0620
1762172687.5632,359.0620
1762172687.7865,358.7500
1762172687.9997,358.5000
1762172688.2106,358.2500
1762172688.4228,358.2500
1762172688.6340,358.0620
1762172688.8479,357.8750
1762172689.0582,357.8750
1762172689.2705,357.8750
1762172689.5020,358.0620
1762172689.7379,358.3750
1762172689.9500,358.6250
1762172690.1612,358.8750
1762172690.3627,359.5000
1762172690.5783,0.0620
1762172690.7918,0.3750
1762172691.0037,0.7500
1762172691.2150,1.3750
1762172691.4267,2.0000
1762172691.6274,2.3130
1762172691.8388,2.5630
1762172692.0496,2.7500
1762172692.2631,2.9380
1762172692.4751,3.1880
1762172692.7101,3.4380
1762172692.9227,3.4380
1762172693.1339,3.7500
1762172693.3520,3.9380
1762172693.5635,4.0620
1762172693.7753,4.1250
1762172693.9871,4.3120
1762172694.2009,4.3750
1762172694.4134,4.4370
1762172694.6244,4.5620
1762172694.8356,4.5000
1762172695.0486,4.4370
1762172695.2599,4.3750
1762172695.4717,4.3750
1762172695.6823,4.3750
1762172695.8961,4.3120
1762172696.1054,4.1250
1762172696.3174,3.6250
1762172696.5282,3.1250
1762172696.7294,2.8130
1762172696.9291,2.3750
1762172697.1296,1.8120
1762172697.3301,1.2500
1762172697.5307,0.5620
1762172697.7303,0.3120
1762172697.9312,359.8120
1762172698.1315,359.3120
1762172698.3312,358.6250
1762172698.5316,357.8750
1762172698.7310,357.3750
1762172698.9314,357.2500
1762172699.1322,357.0000
1762172699.3330,356.7500
1762172699.5334,356.5000
1762172699.7341,356.3120
1762172699.9348,355.9370
1762172700.1354,355.7500
1762172700.3358,355.5000
1762172700.5354,355.4370
1762172700.7363,355.1870
1762172700.9372,354.9370
1762172701.1373,354.4370
1762172701.3378,354.6250
1762172701.5392,354.5620
1762172701.7395,353.6250
1762172701.9402,353.3750
1762172702.1408,353.6250
1762172702.3403,353.6870
1762172702.5412,353.3750
1762172702.7403,353.0620
1762172702.9406,352.6250
1762172703.1409,352.0620
1762172703.3412,351.6250
1762172703.5411,351.1250
1762172703.7413,351.0620
1762172703.9414,350.6870
1762172704.1411,350.5620
1762172704.3425,349.7500
1762172704.5424,349.4370
1762172704.7427,349.3750
1762172704.9440,349.0620
1762172705.1440,348.1870
1762172705.3453,347.3750
1762172705.5467,348.8120
1762172705.7471,349.5620
1762172705.9467,349.5000
1762172706.1472,349.3750
1762172706.3467,349.4370
1762172706.5467,349.5620
1762172706.7475,349.5620
1762172706.9499,349.8120
1762172707.1508,349.8120
1762172707.3509,349.7500
1762172707.5505,349.5620
1762172707.7514,349.5000
1762172707.9529,349.2500
1762172708.1534,348.8750
1762172708.3538,348.1250
1762172708.5544,347.1250
1762172708.7542,346.8750
1762172708.9549,346.8120
1762172709.1555,346.0620
1762172709.3565,345.3750
1762172709.5574,345.1870
1762172709.7578,345.1250
1762172709.9571,345.0620
1762172710.1573,345.0000
1762172710.3576,344.8120
1762172710.5569,344.8750
1762172710.7575,344.3120
1762172710.9581,343.6250
1762172711.1922,343.5620
1762172711.4024,343.0620
1762172711.6148,342.8120
1762172711.8255,342.7500
1762172712.0271,342.9370
1762172712.2275,343.0620
1762172712.4278,342.5620
1762172712.6288,342.0620
1762172712.8301,341.5620
1762172713.0300,340.9370
1762172713.2315,339.7500
1762172713.4320,338.7500
1762172713.6317,338.4370
1762172713.8325,337.9370
1762172714.0320,337.1250
1762172714.2331,336.1870
1762172714.4336,335.1870
1762172714.6337,334.3120
1762172714.8337,333.4370
1762172715.0339,332.2500
1762172715.2339,331.0620
1762172715.4349,329.6250
1762172715.6353,327.8120
1762172715.8361,326.5620
1762172716.0366,325.1250
1762172716.2360,324.1250
1762172716.4363,323.0620
1762172716.6368,322.3750
1762172716.8371,322.0620
1762172717.0369,321.5000
1762172717.2366,320.6870
1762172717.4370,319.7500
1762172717.6374,318.2500
1762172717.8381,316.4370
1762172718.0381,313.1870
1762172718.2376,312.6250
1762172718.4385,311.9370
1762172718.6387,311.7500
1762172718.8391,311.9370
1762172719.0392,311.1870
1762172719.2392,310.8120
1762172719.4396,310.4370
1762172719.6410,310.1250
1762172719.8413,309.6250
1762172720.0422,309.0000
1762172720.2432,308.2500
1762172720.4418,307.3750
1762172720.6424,306.5620
1762172720.8426,305.8120
1762172721.0434,305.3120
1762172721.2434,304.6870
1762172721.4448,304.1250
1762172721.6468,303.5620
1762172721.8450,302.9370
1762172722.0471,302.3750
1762172722.2481,301.8120
1762172722.4465,301.2500
1762172722.6484,300.6250
1762172722.8470,299.8750
1762172723.0481,299.1870
1762172723.2488,298.4370
1762172723.4479,297.8750
1762172723.6487,297.3750
1762172723.8491,296.8120
1762172724.0482,296.3120
1762172724.2490,295.6870
1762172724.4507,294.9370
1762172724.6505,294.1250
1762172724.8490,293.3120
1762172725.0486,292.8120
1762172725.2511,292.3120
1762172725.4520,291.8750
1762172725.6521,291.3750
1762172725.8534,290.9370
1762172726.0529,290.3750
1762172726.2534,289.8120
1762172726.4527,289.1870
1762172726.6535,288.5000
1762172726.8537,287.8750
1762172727.0547,287.1870
1762172727.2551,286.5000
1762172727.4546,285.8120
1762172727.6543,285.2500
1762172727.8543,284.5620
1762172728.0541,283.8750
1762172728.2553,283.1870
1762172728.4562,282.4370
1762172728.6568,281.6870
1762172728.8574,281.0000
