ros_time_s,Lecturas_ValidasVerde
1762172673.8262,18.0000
1762172673.9790,17.0000
1762172674.1578,16.0000
1762172674.3032,17.0000
1762172674.4733,18.0000
1762172674.6295,18.0000
1762172674.8125,17.0000
1762172674.9755,18.0000
1762172675.1189,20.0000
1762172675.2827,21.0000
1762172675.4438,19.0000
1762172675.6003,17.0000
1762172675.7738,15.0000
1762172675.9267,17.0000
1762172676.0963,19.0000
1762172676.2627,15.0000
1762172676.4159,19.0000
1762172676.5891,22.0000
1762172676.7358,18.0000
1762172676.9142,22.0000
1762172677.0668,21.0000
1762172677.2215,21.0000
1762172677.4029,19.0000
1762172677.5659,21.0000
1762172677.7192,18.0000
1762172677.8701,20.0000
1762172678.0480,22.0000
1762172678.1939,20.0000
1762172678.3591,19.0000
1762172678.5257,17.0000
1762172678.6816,17.0000
1762172678.8596,19.0000
1762172679.0146,19.0000
1762172679.1680,18.0000
1762172679.3457,17.0000
1762172679.4994,18.0000
1762172679.6535,17.0000
1762172679.8329,19.0000
1762172679.9874,19.0000
1762172680.1394,18.0000
1762172680.3186,19.0000
1762172680.4730,17.0000
1762172680.6269,17.0000
1762172680.8054,16.0000
1762172680.9649,16.0000
1762172681.1176,15.0000
1762172681.2726,16.0000
1762172681.4518,13.0000
1762172681.6179,16.0000
1762172681.7702,17.0000
1762172681.9357,15.0000
1762172682.0909,15.0000
1762172682.2594,15.0000
1762172682.4247,15.0000
1762172682.5756,14.0000
1762172682.7519,17.0000
1762172682.8922,14.0000
1762172683.0754,16.0000
1762172683.2298,17.0000
1762172683.3899,15.0000
1762172683.5583,14.0000
1762172683.7214,14.0000
1762172683.8852,16.0000
1762172684.0528,17.0000
1762172684.2067,15.0000
1762172684.3595,14.0000
1762172684.5320,16.0000
1762172684.6860,14.0000
1762172684.8456,15.0000
1762172685.0250,13.0000
1762172685.1789,13.0000
1762172685.3499,16.0000
1762172685.5007,19.0000
1762172685.6555,16.0000
1762172685.8290,16.0000
1762172685.9875,14.0000
1762172686.1494,15.0000
1762172686.3171,15.0000
1762172686.4717,18.0000
1762172686.6496,14.0000
1762172686.8043,17.0000
1762172686.9561,13.0000
1762172687.1297,15.0000
1762172687.2884,16.0000
1762172687.4498,14.0000
1762172687.6042,15.0000
1762172687.7645,16.0000
1762172687.9457,15.0000
1762172688.0982,13.0000
1762172688.2493,15.0000
1762172688.4254,16.0000
1762172688.5811,15.0000
1762172688.7459,16.0000
1762172688.9102,15.0000
1762172689.0671,14.0000
1762172689.2220,14.0000
1762172689.3968,15.0000
1762172689.5545,16.0000
1762172689.7092,14.0000
1762172689.8870,14.0000
1762172690.0427,13.0000
1762172690.1945,16.0000
1762172690.3542,10.0000
1762172690.5324,14.0000
1762172690.6874,14.0000
1762172690.8399,16.0000
1762172691.0188,13.0000
1762172691.1742,12.0000
1762172691.3508,13.0000
1762172691.4908,12.0000
1762172691.6708,15.0000
1762172691.8327,16.0000
1762172691.9842,14.0000
1762172692.1570,12.0000
1762172692.3025,15.0000
1762172692.4724,13.0000
1762172692.6304,12.0000
1762172692.8010,15.0000
1762172692.9593,15.0000
1762172693.1152,14.0000
1762172693.2931,15.0000
1762172693.4429,13.0000
1762172693.6221,15.0000
1762172693.7765,14.0000
1762172693.9284,13.0000
1762172694.0944,12.0000
1762172694.2534,12.0000
1762172694.4272,13.0000
1762172694.5874,13.0000
