ros_time_s,omega_1
1762170898.3066,24.0340
1762170898.5177,19.1100
1762170898.7290,14.1550
1762170898.9398,16.4370
1762170899.1517,12.1400
1762170899.3808,11.7810
1762170899.6012,12.4080
1762170899.8117,17.3220
1762170900.0227,18.9150
1762170900.2338,13.9090
1762170900.4447,8.9850
1762170900.6568,7.9570
1762170900.8678,3.0120
1762170901.0800,-1.8910
1762170901.2916,-6.7440
1762170901.5064,-11.6470
1762170901.7171,-13.2920
1762170901.9289,-17.5890
1762170902.1400,-22.5030
1762170902.3514,-27.4270
1762170902.5629,-32.3920
1762170902.7739,-37.3880
1762170902.9758,-36.7710
1762170903.1750,-36.7710
1762170903.3754,-36.7710
1762170903.5759,-36.7710
1762170903.7752,-36.1340
1762170904.0061,-35.8560
1762170904.2082,-35.2290
1762170904.4307,-33.1940
1762170904.6420,-33.4920
1762170904.8539,-31.2710
1762170905.0646,-26.2860
1762170905.2766,-21.2900
1762170905.4881,-16.3960
1762170905.7016,-20.8370
1762170905.9115,-22.5850
1762170906.1351,-19.0280
1762170906.3475,-20.7960
1762170906.5584,-19.1210
1762170906.7687,-18.8740
1762170906.9810,-17.2390
1762170907.1911,-18.9870
1762170907.4021,-13.9910
1762170907.6139,-9.1280
1762170907.8261,-4.2660
1762170908.0391,0.6270
1762170908.2508,5.4070
1762170908.4617,4.2870
1762170908.6729,9.0770
1762170908.8852,13.8260
1762170909.1006,18.6370
1762170909.3112,20.1380
1762170909.5209,20.4050
1762170909.7330,18.0310
1762170909.9476,22.1530
1762170910.1584,21.6190
1762170910.3668,21.8140
1762170910.5897,24.5280
1762170910.7915,27.7450
1762170911.0023,25.9050
1762170911.2116,28.1670
1762170911.4387,31.0970
1762170911.6536,35.3110
1762170911.8648,32.0320
1762170912.0661,36.2880
1762170912.2789,33.6050
1762170912.4900,35.9180
1762170912.6968,34.5510
1762170912.9083,32.8540
1762170913.1081,35.3010
1762170913.3499,35.5790
1762170913.5587,33.8410
1762170913.7617,35.0540
1762170913.9749,31.4670
1762170914.1861,26.4910
1762170914.4004,21.6290
1762170914.6107,16.7460
1762170914.8218,19.7370
1762170915.0329,14.7620
1762170915.2450,9.8480
1762170915.4565,4.9450
1762170915.6678,7.8850
1762170915.8810,2.9090
1762170916.0922,-1.9740
1762170916.3058,-6.9590
1762170916.5181,-10.5680
1762170916.7299,-12.7980
1762170916.9506,-12.8810
1762170917.1616,-14.5870
1762170917.3717,-12.8700
1762170917.5954,-12.9420
