ros_time_s,Error_Distancia
1762170903.6994,-0.0742
1762170903.7495,-0.0742
1762170903.8104,-0.0683
1762170903.8494,-0.0683
1762170903.8993,-0.0683
1762170903.9621,-0.0947
1762170903.9993,-0.0947
1762170904.0484,-0.0947
1762170904.1113,-0.0598
1762170904.1485,-0.0598
1762170904.1999,-0.0598
1762170904.2601,-0.0416
1762170904.2991,-0.0416
1762170904.3490,-0.0416
1762170904.3995,-0.0416
1762170904.4618,-0.0869
1762170904.4992,-0.0869
1762170904.5496,-0.0869
1762170904.6106,-0.0436
1762170904.6484,-0.0436
1762170904.6989,-0.0436
1762170904.7602,-0.0160
1762170904.7993,-0.0160
1762170904.8496,-0.0160
1762170904.9090,-0.0491
1762170904.9492,-0.0491
1762170904.9992,-0.0491
1762170905.0619,-0.0398
1762170905.0993,-0.0398
1762170905.1506,-0.0398
1762170905.1995,-0.0398
1762170905.2619,-0.0292
1762170905.2994,-0.0292
1762170905.3494,-0.0292
1762170905.4071,-0.0483
1762170905.4494,-0.0483
1762170905.4990,-0.0483
1762170905.5597,-0.0548
1762170905.5995,-0.0548
1762170905.6495,-0.0548
1762170905.6995,-0.0548
1762170905.7574,-0.0182
1762170905.7995,-0.0182
1762170905.8492,-0.0182
1762170905.9120,-0.0368
1762170905.9492,-0.0368
1762170905.9994,-0.0368
1762170906.0616,-0.0463
1762170906.0991,-0.0463
1762170906.1487,-0.0463
1762170906.2078,0.0100
1762170906.2486,0.0100
1762170906.2994,0.0100
1762170906.3585,-0.0925
1762170906.3993,-0.0925
1762170906.4487,-0.0925
1762170906.4991,-0.0925
1762170906.5567,0.0066
1762170906.5993,0.0066
1762170906.6495,0.0066
1762170906.7117,-0.0300
1762170906.7492,-0.0300
1762170906.7991,-0.0300
1762170906.8594,-0.0560
1762170906.8994,-0.0560
1762170906.9495,-0.0560
