ros_time_s,Lecturas_ValidasRojo
1762169734.8467,0.0000
1762169735.0002,0.0000
1762169735.1573,0.0000
1762169735.3374,0.0000
1762169735.4949,0.0000
1762169735.6721,0.0000
1762169735.8220,0.0000
1762169735.9946,0.0000
1762169736.1461,0.0000
1762169736.3159,0.0000
1762169736.4870,0.0000
1762169736.6462,0.0000
1762169736.8132,0.0000
1762169736.9743,0.0000
1762169737.1382,0.0000
1762169737.3213,0.0000
1762169737.4757,1.0000
1762169737.6368,1.0000
1762169737.8142,1.0000
1762169737.9649,1.0000
1762169738.1376,2.0000
1762169738.3040,2.0000
1762169738.4627,2.0000
1762169738.6424,2.0000
1762169738.7959,2.0000
1762169738.9500,2.0000
1762169739.1279,3.0000
1762169739.2921,2.0000
1762169739.4467,3.0000
1762169739.6254,4.0000
1762169739.7806,4.0000
1762169739.9442,2.0000
1762169740.1060,1.0000
1762169740.2803,2.0000
1762169740.4354,3.0000
1762169740.6138,1.0000
1762169740.7675,1.0000
1762169740.9460,3.0000
1762169741.0960,3.0000
1762169741.2524,2.0000
1762169741.4193,4.0000
1762169741.5834,5.0000
1762169741.7491,3.0000
1762169741.9167,4.0000
1762169742.0951,4.0000
1762169742.2482,4.0000
1762169742.4067,4.0000
1762169742.5870,4.0000
1762169742.7388,4.0000
1762169742.9146,3.0000
1762169743.0716,2.0000
1762169743.2341,3.0000
1762169743.3983,3.0000
1762169743.5661,1.0000
1762169743.7520,3.0000
1762169743.9069,3.0000
1762169744.0618,2.0000
1762169744.2415,3.0000
1762169744.3930,3.0000
1762169744.5605,2.0000
1762169744.7187,2.0000
1762169744.8936,3.0000
1762169745.0657,3.0000
1762169745.2200,3.0000
1762169745.3950,4.0000
1762169745.5491,3.0000
1762169745.7038,3.0000
1762169745.8718,4.0000
1762169746.0423,3.0000
1762169746.1987,3.0000
1762169746.3631,2.0000
1762169746.5276,3.0000
1762169746.7064,2.0000
1762169746.8774,2.0000
1762169747.0324,2.0000
1762169747.1884,2.0000
1762169747.3508,2.0000
1762169747.5412,1.0000
1762169747.6838,1.0000
1762169747.8662,0.0000
1762169748.0215,0.0000
1762169748.1980,0.0000
1762169748.3523,0.0000
1762169748.5309,0.0000
1762169748.6760,0.0000
1762169748.8573,0.0000
1762169749.0283,0.0000
1762169749.1891,0.0000
1762169749.3481,0.0000
1762169749.5006,0.0000
1762169749.6801,0.0000
1762169749.8519,0.0000
1762169750.0062,0.0000
1762169750.1627,0.0000
1762169750.3437,0.0000
1762169750.4966,0.0000
1762169750.6518,0.0000
1762169750.8300,0.0000
1762169750.9840,0.0000
1762169751.1627,0.0000
1762169751.3179,0.0000
1762169751.4943,0.0000
1762169751.6497,0.0000
1762169751.8024,0.0000
1762169751.9817,0.0000
1762169752.1521,0.0000
1762169752.3068,0.0000
1762169752.4613,0.0000
1762169752.6413,0.0000
1762169752.7944,0.0000
1762169752.9689,0.0000
1762169753.1369,0.0000
1762169753.2912,0.0000
1762169753.4661,0.0000
1762169753.6207,0.0000
1762169753.7802,0.0000
1762169753.9598,0.0000
1762169754.1116,0.0000
1762169754.2920,0.0000
1762169754.4447,0.0000
1762169754.6097,0.0000
1762169754.7676,0.0000
1762169754.9435,0.0000
1762169755.0948,0.0000
1762169755.2778,0.0000
1762169755.4302,0.0000
1762169755.6011,0.0000
1762169755.7561,0.0000
1762169755.9215,0.0000
1762169756.0980,0.0000
1762169756.2557,0.0000
1762169756.4102,0.0000
1762169756.5888,0.0000
1762169756.7595,0.0000
1762169756.9108,0.0000
1762169757.0915,0.0000
1762169757.2526,0.0000
1762169757.4059,0.0000
1762169757.5627,0.0000
1762169757.7399,0.0000
1762169757.8918,0.0000
1762169758.0726,0.0000
1762169758.2382,0.0000
1762169758.3892,0.0000
1762169758.5701,0.0000
1762169758.7242,0.0000
1762169758.8780,0.0000
1762169759.0581,0.0000
1762169759.2101,0.0000
1762169759.3887,0.0000
1762169759.5434,0.0000
1762169759.7217,0.0000
1762169759.8770,0.0000
1762169760.0309,0.0000
1762169760.2065,0.0000
1762169760.3628,0.0000
1762169760.5412,0.0000
1762169760.6945,0.0000
1762169760.8739,0.0000
1762169761.0275,0.0000
1762169761.1824,0.0000
1762169761.3600,0.0000
1762169761.5174,0.0000
1762169761.6775,0.0000
1762169761.8551,0.0000
1762169762.0105,0.0000
1762169762.1869,0.0000
1762169762.3406,0.0000
1762169762.5192,0.0000
1762169762.6862,0.0000
1762169762.8397,0.0000
1762169762.9910,0.0000
1762169763.1719,0.0000
1762169763.3358,0.0000
1762169763.4942,0.0000
1762169763.6489,0.0000
1762169763.8341,0.0000
1762169763.9875,0.0000
1762169764.1653,0.0000
1762169764.3224,0.0000
1762169764.4762,0.0000
1762169764.6545,0.0000
1762169764.8135,0.0000
1762169764.9788,0.0000
1762169765.1335,0.0000
1762169765.2956,0.0000
1762169765.4671,0.0000
1762169765.6436,0.0000
1762169765.7915,0.0000
1762169765.9618,0.0000
1762169766.1387,0.0000
1762169766.2912,0.0000
1762169766.4601,0.0000
1762169766.6260,0.0000
1762169766.7879,0.0000
1762169766.9436,0.0000
1762169767.1221,0.0000
1762169767.2844,0.0000
1762169767.4335,0.0000
1762169767.6010,0.0000
1762169767.7827,0.0000
1762169767.9369,0.0000
1762169768.1151,0.0000
1762169768.2690,0.0000
1762169768.4459,1.0000
1762169768.6131,1.0000
1762169768.7614,1.0000
1762169768.9242,1.0000
1762169769.1086,1.0000
1762169769.2648,1.0000
1762169769.4200,1.0000
1762169769.5964,1.0000
1762169769.7507,1.0000
1762169769.9299,1.0000
1762169770.0863,1.0000
1762169770.2578,1.0000
1762169770.4163,1.0000
1762169770.5956,1.0000
1762169770.7482,1.0000
1762169770.9277,1.0000
1762169771.0872,1.0000
1762169771.2415,1.0000
1762169771.4319,1.0000
1762169771.5853,2.0000
1762169771.7399,2.0000
1762169771.9180,2.0000
1762169772.0743,2.0000
1762169772.2524,2.0000
1762169772.4069,2.0000
1762169772.5854,2.0000
1762169772.7413,3.0000
1762169772.9165,3.0000
1762169773.0739,3.0000
1762169773.2295,2.0000
1762169773.3963,3.0000
1762169773.5774,3.0000
1762169773.7313,3.0000
1762169773.9125,3.0000
1762169774.0679,3.0000
1762169774.2193,3.0000
1762169774.3948,3.0000
1762169774.5495,3.0000
1762169774.7301,4.0000
1762169774.8822,3.0000
1762169775.0635,4.0000
1762169775.2174,4.0000
1762169775.3848,2.0000
1762169775.5628,3.0000
1762169775.7287,2.0000
1762169775.8926,2.0000
1762169776.0591,1.0000
1762169776.2249,1.0000
1762169776.3809,1.0000
1762169776.5578,0.0000
1762169776.7210,0.0000
1762169776.8760,0.0000
1762169777.0325,0.0000
1762169777.2211,0.0000
1762169777.3748,0.0000
1762169777.5300,0.0000
1762169777.7077,0.0000
1762169777.8629,0.0000
1762169778.0513,0.0000
1762169778.2018,0.0000
1762169778.3822,0.0000
1762169778.5364,0.0000
1762169778.6892,0.0000
1762169778.8761,0.0000
1762169779.0306,0.0000
1762169779.2076,0.0000
1762169779.3653,0.0000
1762169779.5372,0.0000
1762169779.6888,0.0000
1762169779.8693,0.0000
1762169780.0243,0.0000
1762169780.2018,0.0000
1762169780.3581,0.0000
1762169780.5358,0.0000
1762169780.6901,0.0000
1762169780.8690,0.0000
1762169781.0232,0.0000
1762169781.2011,0.0000
1762169781.3546,0.0000
1762169781.5345,0.0000
1762169781.6873,0.0000
1762169781.8675,0.0000
1762169782.0215,0.0000
1762169782.1972,0.0000
1762169782.3536,0.0000
1762169782.5296,0.0000
1762169782.7042,0.0000
1762169782.8620,0.0000
1762169783.0396,0.0000
1762169783.1951,0.0000
1762169783.3732,0.0000
1762169783.5287,0.0000
1762169783.7075,0.0000
1762169783.8605,0.0000
1762169784.0380,0.0000
1762169784.1932,0.0000
1762169784.3710,0.0000
1762169784.5257,0.0000
1762169784.7037,0.0000
1762169784.8635,0.0000
1762169785.0182,0.0000
1762169785.1947,0.0000
1762169785.3493,0.0000
1762169785.5227,0.0000
1762169785.6938,0.0000
1762169785.8480,0.0000
1762169786.0277,0.0000
1762169786.1803,0.0000
1762169786.3679,0.0000
1762169786.5227,0.0000
1762169786.6757,0.0000
1762169786.8544,0.0000
1762169787.0108,0.0000
1762169787.1849,0.0000
1762169787.3400,0.0000
1762169787.5204,0.0000
1762169787.6850,0.0000
1762169787.8376,0.0000
1762169788.0244,0.0000
1762169788.1779,0.0000
1762169788.3566,0.0000
1762169788.5127,0.0000
1762169788.6901,0.0000
1762169788.8427,0.0000
1762169789.0229,0.0000
1762169789.1766,0.0000
1762169789.3553,0.0000
1762169789.5098,0.0000
1762169789.6879,0.0000
1762169789.8409,0.0000
1762169790.0212,0.0000
1762169790.1754,0.0000
1762169790.3534,0.0000
1762169790.5063,0.0000
1762169790.6848,0.0000
1762169790.8389,0.0000
1762169790.9937,0.0000
1762169791.1641,0.0000
1762169791.3418,0.0000
1762169791.4943,0.0000
1762169791.6762,0.0000
1762169791.8301,0.0000
1762169792.0068,0.0000
1762169792.1628,0.0000
1762169792.3429,0.0000
1762169792.5153,0.0000
1762169792.6790,0.0000
1762169792.8336,0.0000
1762169793.0109,0.0000
1762169793.1666,0.0000
1762169793.3404,0.0000
1762169793.5205,0.0000
1762169793.6912,0.0000
1762169793.8455,0.0000
1762169794.0245,0.0000
1762169794.1795,0.0000
1762169794.3587,0.0000
1762169794.5140,0.0000
1762169794.6906,0.0000
1762169794.8463,0.0000
1762169794.9979,0.0000
1762169795.1768,0.0000
1762169795.3313,0.0000
1762169795.5112,0.0000
1762169795.6630,0.0000
1762169795.8404,0.0000
1762169795.9948,0.0000
1762169796.1739,0.0000
1762169796.3289,0.0000
1762169796.5031,0.0000
1762169796.6578,0.0000
1762169796.8346,0.0000
1762169796.9891,0.0000
1762169797.1687,0.0000
1762169797.3233,0.0000
1762169797.4765,0.0000
1762169797.6549,0.0000
1762169797.8110,0.0000
1762169797.9881,0.0000
1762169798.1420,0.0000
1762169798.3199,0.0000
1762169798.4743,0.0000
1762169798.6531,0.0000
1762169798.8070,0.0000
1762169798.9850,0.0000
1762169799.1387,0.0000
1762169799.2932,0.0000
1762169799.4732,0.0000
1762169799.6271,0.0000
1762169799.8053,0.0000
1762169799.9596,0.0000
1762169800.1354,0.0000
1762169800.2933,0.0000
1762169800.4464,0.0000
1762169800.6241,0.0000
1762169800.7779,0.0000
1762169800.9590,0.0000
1762169801.1116,0.0000
1762169801.2897,0.0000
1762169801.4449,0.0000
1762169801.6180,0.0000
1762169801.7716,0.0000
1762169801.9462,0.0000
1762169802.0960,0.0000
1762169802.2747,0.0000
1762169802.4275,0.0000
