ros_time_s,Imu_Error_yaw
1762168438.5159,0.0000
1762168438.7944,0.0000
1762168439.0807,0.0011
1762168439.3057,0.0011
1762168439.5267,0.0011
1762168439.7563,0.0011
1762168439.9490,0.0011
1762168440.1465,0.0011
1762168440.3498,0.0011
1762168440.5295,0.0011
1762168440.7115,0.0011
1762168440.9034,0.0011
1762168441.0834,0.0011
1762168441.2631,0.0011
1762168441.4415,0.0000
1762168441.6044,0.0011
1762168441.7801,0.0022
1762168441.9509,0.0065
1762168442.1272,0.0098
1762168442.2850,0.0131
1762168442.4594,0.0164
1762168442.6241,0.0186
1762168442.8110,0.0196
1762168442.9841,0.0207
1762168443.1520,0.0251
1762168443.3054,0.0305
1762168443.4853,0.0338
1762168443.6633,0.0382
1762168443.8185,0.0393
1762168444.0031,0.0393
1762168444.1704,0.0436
1762168444.3378,0.0426
1762168444.5162,0.0480
1762168444.6712,0.0524
1762168444.8491,0.0556
1762168445.0032,0.0556
1762168445.1831,0.0535
1762168445.3614,0.0524
1762168445.5149,0.0480
1762168445.6948,0.0436
1762168445.8727,0.0436
1762168446.0271,0.0415
1762168446.2069,0.0404
1762168446.3857,0.0393
1762168446.5390,0.0393
1762168446.7048,0.0382
1762168446.8704,0.0360
1762168447.0616,0.0338
1762168447.2234,0.0284
1762168447.3810,0.0240
1762168447.5610,0.0240
1762168447.7140,0.0207
1762168447.8927,0.0153
1762168448.0741,0.0087
1762168448.2309,0.0022
1762168448.4086,0.0022
1762168448.5679,-0.0022
1762168448.7464,-0.0033
1762168448.9039,-0.0054
1762168449.0723,-0.0033
1762168449.2510,-0.0033
1762168449.4050,-0.0022
1762168449.5831,-0.0011
1762168449.7387,-0.0044
1762168449.9170,-0.0076
1762168450.0881,-0.0076
1762168450.2662,-0.0098
1762168450.4211,-0.0142
1762168450.5999,-0.0164
1762168450.7533,-0.0164
1762168450.9326,-0.0164
1762168451.1047,-0.0142
1762168451.2828,-0.0087
1762168451.4366,-0.0022
1762168451.5988,-0.0022
1762168451.7786,0.0011
1762168451.9548,0.0076
1762168452.1274,0.0153
1762168452.2726,0.0251
1762168452.4509,0.0251
1762168452.6300,0.0316
1762168452.7909,0.0382
1762168452.9695,0.0447
1762168453.1244,0.0524
1762168453.3023,0.0524
1762168453.4563,0.0567
1762168453.6385,0.0578
1762168453.7942,0.0611
1762168453.9723,0.0611
1762168454.1361,0.0611
1762168454.3148,0.0665
1762168454.4695,0.0665
1762168454.6469,0.0644
1762168454.8022,0.0644
1762168454.9806,0.0676
1762168455.1349,0.0731
1762168455.3131,0.0818
1762168455.4708,0.0873
1762168455.6479,0.0873
1762168455.8265,0.0949
1762168455.9804,0.0993
1762168456.1547,0.1015
1762168456.3244,0.1015
1762168456.4789,0.1015
1762168456.6561,0.1025
1762168456.8117,0.1015
1762168456.9882,0.1004
1762168457.1455,0.1004
1762168457.3245,0.1004
1762168457.4796,0.1069
1762168457.6565,0.1069
1762168457.8315,0.1102
1762168458.0002,0.1102
1762168458.1550,0.1102
1762168458.3338,0.1102
1762168458.4880,0.1113
1762168458.6668,0.1102
1762168458.8219,0.1102
1762168459.0002,0.1091
1762168459.1490,0.1069
1762168459.3288,0.1025
1762168459.4908,0.0982
1762168459.6741,0.0982
1762168459.8277,0.0927
1762168460.0052,0.0884
1762168460.1607,0.0840
1762168460.3397,0.0829
1762168460.4944,0.0829
1762168460.6726,0.0818
1762168460.8511,0.0796
1762168461.0170,0.0753
1762168461.1722,0.0720
1762168461.3584,0.0720
1762168461.5045,0.0687
1762168461.6947,0.0676
1762168461.8482,0.0633
1762168462.0175,0.0622
1762168462.1956,0.0622
1762168462.3491,0.0622
1762168462.5208,0.0600
1762168462.6999,0.0556
1762168462.8785,0.0556
1762168463.0323,0.0513
1762168463.2105,0.0469
1762168463.3597,0.0447
1762168463.5299,0.0426
1762168463.6997,0.0426
1762168463.8859,0.0393
1762168464.0537,0.0349
1762168464.2081,0.0327
1762168464.3863,0.0295
1762168464.5478,0.0295
1762168464.7267,0.0284
1762168464.8827,0.0273
1762168465.0594,0.0262
1762168465.2137,0.0262
1762168465.3936,0.0262
1762168465.5475,0.0273
1762168465.7281,0.0284
1762168465.8854,0.0327
1762168466.0609,0.0393
1762168466.2411,0.0393
1762168466.3948,0.0415
1762168466.5750,0.0382
1762168466.7424,0.0338
1762168466.8983,0.0338
1762168467.0666,0.0284
1762168467.2449,0.0229
1762168467.4008,0.0186
1762168467.5793,0.0175
1762168467.7562,0.0175
1762168467.9113,0.0175
1762168468.0759,0.0142
1762168468.2544,0.0120
1762168468.4095,0.0142
1762168468.5874,0.0142
1762168468.7661,0.0164
1762168468.9186,0.0196
1762168469.0988,0.0284
1762168469.2545,0.0284
1762168469.4318,0.0305
1762168469.6100,0.0327
1762168469.7640,0.0284
1762168469.9438,0.0262
1762168470.0997,0.0262
1762168470.2786,0.0273
1762168470.5135,0.0240
1762168470.6943,0.0240
1762168470.8725,0.0251
1762168471.0265,0.0229
1762168471.2048,0.0196
1762168471.3566,0.0196
1762168471.5326,0.0142
1762168471.7107,0.0065
1762168471.8646,0.0000
1762168472.0434,-0.0065
1762168472.1980,-0.0087
1762168472.3801,-0.0087
1762168472.5339,-0.0098
1762168472.7005,-0.0120
1762168472.8798,-0.0131
1762168473.0531,-0.0131
1762168473.2070,-0.0175
1762168473.3929,-0.0185
1762168473.5485,-0.0218
1762168473.7302,-0.0218
1762168473.8960,-0.0251
1762168474.0488,-0.0240
1762168474.2240,-0.0229
1762168474.3984,-0.0196
1762168474.5536,-0.0196
1762168474.7329,-0.0131
1762168474.8916,-0.0054
1762168475.0576,-0.0054
1762168475.2419,-0.0054
1762168475.4010,-0.0054
1762168475.5601,-0.0011
1762168475.7411,0.0011
1762168475.8948,0.0011
1762168476.0653,0.0011
1762168476.2436,0.0011
1762168476.3990,0.0011
1762168476.5778,0.0000
1762168476.7326,-0.0011
1762168476.9113,-0.0011
1762168477.0847,-0.0022
1762168477.2379,-0.0044
1762168477.4165,-0.0044
1762168477.5943,-0.0076
1762168477.7439,-0.0076
1762168477.9244,-0.0098
1762168478.1003,-0.0142
1762168478.2545,-0.0262
1762168478.4344,-0.0349
1762168478.5892,-0.0349
1762168478.7682,-0.0447
1762168478.9276,-0.0447
1762168479.1056,-0.0447
1762168479.2601,-0.0436
1762168479.4395,-0.0436
1762168479.5947,-0.0436
1762168479.7816,-0.0458
1762168479.9349,-0.0469
1762168480.1073,-0.0491
1762168480.2668,-0.0491
1762168480.4462,-0.0513
1762168480.6231,-0.0502
1762168480.7761,-0.0480
1762168480.9399,-0.0480
1762168481.1041,-0.0480
1762168481.2864,-0.0436
1762168481.4387,-0.0415
1762168481.6202,-0.0360
1762168481.7977,-0.0294
1762168481.9525,-0.0294
1762168482.1319,-0.0175
1762168482.2853,-0.0098
1762168482.4637,-0.0087
1762168482.6268,-0.0065
1762168482.8054,-0.0065
1762168482.9597,-0.0033
1762168483.1269,-0.0022
1762168483.2957,0.0033
1762168483.4690,0.0076
1762168483.6476,0.0076
1762168483.8008,0.0131
1762168483.9683,0.0207
1762168484.1421,0.0273
1762168484.2966,0.0273
1762168484.4749,0.0316
1762168484.6535,0.0327
1762168484.8084,0.0316
1762168484.9694,0.0305
1762168485.1478,0.0305
1762168485.3015,0.0316
1762168485.4783,0.0295
1762168485.6553,0.0295
1762168485.8099,0.0295
1762168485.9907,0.0273
1762168486.1583,0.0262
1762168486.3335,0.0251
1762168486.4986,0.0218
1762168486.6671,0.0207
1762168486.8280,0.0207
1762168486.9827,0.0196
1762168487.1646,0.0175
1762168487.3244,0.0142
1762168487.5018,0.0120
1762168487.6548,0.0098
1762168487.8212,0.0098
1762168487.9961,0.0087
1762168488.1586,0.0076
1762168488.3326,0.0044
1762168488.5123,0.0044
1762168488.6614,0.0011
1762168488.8494,-0.0044
1762168489.0032,-0.0098
1762168489.1721,-0.0164
1762168489.3501,-0.0164
1762168489.5053,-0.0218
1762168489.6877,-0.0273
1762168489.8413,-0.0327
1762168490.0190,-0.0393
